#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
0.0394708136	-0.403112418	-0.914298875	0_1	 + 1	PD[];
-0.0946214883	0.00536342284	0.995498874	0_1	 + 1	PD[];
-0.728658615	-0.581837374	-0.361278139	0_1	 + 1	PD[];
-0.980493459	-0.0723998661	-0.182731594	0_1	 + 1	PD[];
0.496617266	-0.193323012	-0.846166357	0_1	 + 1	PD[];
-0.49316523	0.866560792	0.076553572	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.255423647	-0.88268825	0.39448728	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.257794598	-0.918100724	-0.301053162	0_1	 + 1	PD[];
0.354983501	-0.0174335308	-0.934710001	0_1	 + 1	PD[];
0.957727755	0.0865169643	-0.274358091	0_1	 + 1	PD[];
0.965040667	0.209362793	-0.157682377	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.64246461	-0.694007885	0.324949658	0_1	 + 1	PD[];
-0.918228621	0.101955376	0.382702628	0_1	 + 1	PD[];
0.784767179	-0.610943588	-0.10434753	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.885229939	-0.191608152	0.423856427	0_1	 + 1	PD[];
0.795828634	0.467567422	0.384756404	0_1	 + 1	PD[];
0.247986999	-0.442881316	0.861602338	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.51342447	0.728018708	-0.454295141	0_1	 + 1	PD[];
0.451405122	-0.187891646	0.8723131	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.241356257	-0.841789616	-0.482843038	0_1	 + 1	PD[];
-0.965206672	-0.169064183	0.199482788	0_1	 + 1	PD[];
-0.669180453	-0.742135134	0.0378545029	0_1	 + 1	PD[];
0.740404443	-0.651548003	0.165186143	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.944922556	-0.207409626	0.253184934	0_1	 + 1	PD[];
0.0941580224	0.656946469	-0.748034494	0_1	 + 1	PD[];
0.375905703	-0.487271536	0.78820134	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.447159016	-0.719474029	0.531418795	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[2,5,3,6],X[4,1,5,0],X[1,4,2,3]];
0.40146954	-0.873126204	0.276537231	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.774303931	0.018645815	-0.632539134	0_1	 + 1	PD[];
-0.919965742	-0.0503358974	0.388753561	0_1	 + 1	PD[];
0.607171574	0.587136631	0.535362734	0_1	 + 1	PD[];
0.0756273072	0.321338752	0.943939573	0_1	 + 1	PD[];
-0.573755872	0.0641014228	0.816514058	0_1	 + 1	PD[];
0.159887354	-0.47804312	-0.863661282	0_1	 + 1	PD[];
0.229931271	-0.921245774	-0.313748044	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.56971188	-0.322600263	-0.755881898	0_1	 + 1	PD[];
-0.0849906824	0.870953821	0.483958702	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.768996693	-0.635994909	-0.064455892	0_1	 + 1	PD[];
0.78693886	-0.506647539	-0.352186741	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.556870852	0.799933015	0.223611326	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[6,2,7,1],X[2,5,3,4],X[7,4,8,3]];
0.855280318	0.0441533668	0.516280987	0_1	 + 1	PD[];
0.649248061	-0.76017986	0.0245669666	0_1	 + 1	PD[];
-0.00203960747	0.834453299	-0.551074887	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.801932818	0.502953224	-0.322400078	0_1	 + 1	PD[];
-0.553264074	-0.252959773	-0.793668834	0_1	 + 1	PD[];
-0.756079579	0.209344981	0.620095435	0_1	 + 1	PD[];
-0.649053471	-0.508832388	0.56552559	0_1	 + 1	PD[];
-0.0736200571	0.454853207	0.887518252	0_1	 + 1	PD[];
-0.0727867604	-0.967038715	-0.244004532	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.910451309	-0.242088549	-0.335367781	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.827794746	0.102840975	-0.551524789	0_1	 + 1	PD[];
-0.969283342	0.0975005237	0.225795151	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.137765991	-0.764795031	0.629371983	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.514348113	-0.331910964	-0.790747198	0_1	 + 1	PD[];
-0.217135301	-0.704637189	0.675528454	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.997678982	-0.0352608211	-0.0582522354	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.559397919	0.789538957	-0.252392957	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.324375433	0.94591429	-0.00517058326	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.974049034	-0.221926243	0.0444659707	0_1	 + 1	PD[];
-0.626025181	0.759853698	-0.175256473	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.875368124	0.0643162397	-0.479159753	0_1	 + 1	PD[];
0.425837252	0.808625772	-0.405939644	0_1	 + 1	PD[];
0.96589884	-0.255722463	0.0405641804	0_1	 + 1	PD[];
0.418278313	0.864444865	-0.278887662	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.547067337	0.828132014	-0.122125736	0_1	 + 1	PD[];
0.277375713	0.00497793524	0.960748632	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[5,2,6,1],X[2,7,3,6],X[4,7,5,8]];
0.293780336	-0.651868837	0.69911382	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.587927908	0.700722135	0.404140155	0_1	 + 1	PD[];
-0.663331066	0.393728889	-0.636372107	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.675940303	0.694546615	0.246393399	0_1	 + 1	PD[];
0.019824961	0.590952249	0.806462901	0_1	 + 1	PD[];
0.812642445	0.391206	-0.431937637	0_1	 + 1	PD[];
0.0214298813	0.668289453	0.743592608	0_1	 + 1	PD[];
0.0382208815	-0.597338115	0.801078236	0_1	 + 1	PD[];
-0.847876838	0.24502752	0.470176968	0_1	 + 1	PD[];
-0.644355786	-0.286455355	-0.709047919	0_1	 + 1	PD[];
0.591274138	0.288268486	0.753190663	0_1	 + 1	PD[];
0.337403915	-0.138490193	-0.931117106	0_1	 + 1	PD[];
-0.0588956808	0.917570218	-0.393187224	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.375438506	-0.762765908	-0.526530243	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.156546286	-0.511714231	0.844773228	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.99652578	-0.0789792565	0.0264319391	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.944050421	0.281161483	-0.172386263	0_1	 + 1	PD[];
0.304485141	0.60132018	-0.738717023	0_1	 + 1	PD[];
-0.915671214	-0.343189845	-0.209205541	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.27223834	0.0453961859	0.961158401	0_1	 + 1	PD[];
-0.292423891	-0.945711017	-0.14184125	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.606822093	0.439931691	0.661987201	0_1	 + 1	PD[];
-0.649089631	0.726896705	-0.224285157	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.672259188	-0.640739334	0.370837821	0_1	 + 1	PD[];
0.5091169	-0.850176695	-0.134162472	6_7s|6_7m|6_12s|6_12m	 - A^(-22) - A^(-20) + A^(-16) + A^(-14) + A^(-12)	PD[X[8,1,9,0],X[6,5,7,4],X[5,12,6,11],X[3,11,4,10],X[1,10,2,9],X[7,3,8,2]];
0.138908582	-0.11118708	-0.984043616	0_1	 + 1	PD[];
-0.668941388	0.686902059	0.284047498	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.675763864	-0.736012849	0.0403520321	0_1	 + 1	PD[];
0.657192554	0.719795444	0.223589951	0_1	 + 1	PD[];
0.678104045	-0.29519388	0.673079101	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.249513483	0.537868046	-0.805258335	0_1	 + 1	PD[];
-0.974993607	0.0212333655	-0.221216207	0_1	 + 1	PD[];
0.126925912	0.986732069	0.101240495	0_1	 + 1	PD[];
0.701141111	0.41447476	0.580182571	0_1	 + 1	PD[];
0.207057849	0.0868592271	0.974465249	0_1	 + 1	PD[];
-0.40438507	-0.748778227	-0.525170336	0_1	 + 1	PD[];
0.318718141	0.208744322	0.924578041	0_1	 + 1	PD[];
-0.834183021	0.209513579	-0.510139929	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.368551505	-0.723756274	0.583392359	0_1	 + 1	PD[];
-0.163583154	0.105803406	-0.980839534	0_1	 + 1	PD[];
0.426691912	-0.692520435	0.581678141	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.432213248	0.816803323	0.382130919	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.421172573	-0.276418511	-0.863832432	0_1	 + 1	PD[];
-0.0372977523	-0.898356008	0.437681803	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.38599663	-0.0783485974	0.919167068	0_1	 + 1	PD[];
0.390814709	-0.619888151	0.680442903	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.328149022	0.150437913	0.932569919	0_1	 + 1	PD[];
-0.122324281	0.0150894543	-0.992375473	0_1	 + 1	PD[];
-0.67658307	-0.131127497	0.724597081	0_1	 + 1	PD[];
0.0610084459	0.083162346	0.994666775	0_1	 + 1	PD[];
-0.59851245	0.785155068	-0.159104893	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.739180701	0.374136224	-0.560030336	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.462513742	0.488422611	0.739948911	0_1	 + 1	PD[];
-0.755770774	-0.637341777	-0.150352905	0_1	 + 1	PD[];
0.815656184	-0.577077786	-0.041063596	0_1	 + 1	PD[];
-0.91600096	0.373521373	0.146369479	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.141174485	-0.759186438	-0.635378405	0_1	 + 1	PD[];
-0.338259537	0.236419858	0.910871087	0_1	 + 1	PD[];
-0.304318881	0.849059381	0.43184278	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.738569665	-0.0456354616	0.672630846	0_1	 + 1	PD[];
0.872821791	-0.421490538	-0.246024079	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.844958469	-0.0792292843	0.528930909	0_1	 + 1	PD[];
-0.322425178	-0.486863757	-0.811791652	0_1	 + 1	PD[];
-0.632481716	0.157246977	0.758445955	0_1	 + 1	PD[];
-0.60928437	-0.693229524	-0.384974523	0_1	 + 1	PD[];
-0.279914771	0.745365375	-0.605043948	0_1	 + 1	PD[];
0.532782561	0.843755275	-0.0649598222	0_1	 + 1	PD[];
-0.156662255	-0.752793179	0.639342919	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.734612128	0.632782419	-0.244808968	0_1	 + 1	PD[];
0.214707567	-0.916458256	-0.337646154	0_1	 + 1	PD[];
-0.481749709	0.232086361	0.84501665	0_1	 + 1	PD[];
0.538075096	-0.0561775479	-0.841022755	0_1	 + 1	PD[];
-0.143189209	-0.51500732	-0.845141592	0_1	 + 1	PD[];
0.730307468	-0.602346735	0.322225717	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.858080634	-0.492968321	-0.143804939	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.470830774	0.798740015	0.374610159	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.242983041	0.0355694448	0.96937818	0_1	 + 1	PD[];
-0.0708743979	0.634229012	0.76988985	0_1	 + 1	PD[];
0.874819172	0.483089768	0.0362724797	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.113191075	-0.765613165	-0.633264764	0_1	 + 1	PD[];
0.489184119	-0.420780748	0.763964959	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.0390849885	0.72108829	-0.691739866	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.214324986	-0.806566132	-0.550922749	0_1	 + 1	PD[];
-0.114729602	-0.939415723	-0.323009626	0_1	 + 1	PD[];
0.806625712	0.434600351	-0.400596424	0_1	 + 1	PD[];
-0.413703685	0.839647255	0.351911562	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.230731921	-0.365088603	-0.901927432	0_1	 + 1	PD[];
0.26053543	-0.481785268	-0.836662563	0_1	 + 1	PD[];
-0.497869612	0.532915946	-0.684197664	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.108245304	0.13333659	0.98514177	0_1	 + 1	PD[];
-0.502237491	0.784290948	-0.364204903	0_1	 + 1	PD[];
-0.219822388	-0.43315784	0.874100911	0_1	 + 1	PD[];
-0.987565394	-0.131340522	-0.0863959449	0_1	 + 1	PD[];
-0.327653738	0.0378469429	0.944039532	0_1	 + 1	PD[];
-0.849252738	-0.527964021	-0.00487647578	0_1	 + 1	PD[];
0.893184651	0.00227889267	-0.449684318	0_1	 + 1	PD[];
0.93473791	-0.331741931	0.127327649	0_1	 + 1	PD[];
0.31602858	0.00839518228	0.948712526	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[1,6,2,5],X[4,3,5,2]];
0.828708062	0.0684610167	-0.555478206	0_1	 + 1	PD[];
0.339398647	0.200096263	0.919113727	0_1	 + 1	PD[];
0.43192652	0.400323745	0.808195756	0_1	 + 1	PD[];
0.427017022	0.865794544	-0.260875969	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.372786399	-0.923162883	-0.0938114733	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.198963153	0.959735582	0.198295934	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.661816541	-0.497925133	0.560418976	0_1	 + 1	PD[];
0.297997589	-0.928141228	-0.223049988	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.985602486	0.168101221	-0.0181581778	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.107538331	-0.991372904	-0.0749351224	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.772674908	-0.231280821	-0.591170591	0_1	 + 1	PD[];
-0.037566179	0.794287306	0.606379797	0_1	 + 1	PD[];
0.0269126821	-0.982649593	-0.183508816	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
-0.541983814	0.646105709	-0.537402045	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.296014621	-0.226026813	0.928055615	0_1	 + 1	PD[];
0.8760601	-0.443876236	0.188394768	0_1	 + 1	PD[];
-0.444754449	-0.810183737	-0.381832153	0_1	 + 1	PD[];
-0.647883209	-0.759561453	0.0575651573	0_1	 + 1	PD[];
0.181038983	-0.674027015	-0.716179077	0_1	 + 1	PD[];
0.916945366	0.34291069	0.20401827	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.969456038	-0.167528924	-0.179134166	0_1	 + 1	PD[];
-0.660726744	0.257764944	0.704980428	0_1	 + 1	PD[];
0.642102037	-0.758364404	-0.112198064	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
0.319018583	-0.272321385	-0.907782026	0_1	 + 1	PD[];
-0.595213933	0.792300707	-0.134089388	0_1	 + 1	PD[];
-0.169935031	0.275443423	-0.946178105	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.28994537	-0.435885729	-0.852018376	0_1	 + 1	PD[];
0.655783376	0.478376131	0.584041472	0_1	 + 1	PD[];
-0.216373875	-0.974552455	0.0585649922	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,5,1,4],X[3,2,4,1],X[2,6,3,5]];
0.64774406	-0.758948172	-0.0665229708	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[3,2,4,1],X[2,8,3,7],X[4,7,5,6]];
0.0997611771	0.582169351	-0.806924132	0_1	 + 1	PD[];
-0.827734914	-0.251518479	0.501590836	0_1	 + 1	PD[];
-0.396189323	-0.546590318	0.737748633	0_1	 + 1	PD[];
-0.119615882	0.0687959817	0.990433821	0_1	 + 1	PD[];
-0.827715072	-0.557294208	-0.0656576399	0_1	 + 1	PD[];
0.593579857	0.36849215	-0.715455441	0_1	 + 1	PD[];
-0.491786091	0.87069134	0.00655982923	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.487713302	0.277069558	-0.827869673	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.28161755	0.90361585	-0.3227537	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.207346036	-0.033732969	0.977685894	0_1	 + 1	PD[];
-0.426416712	0.872838669	0.237321398	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[6,2,7,1],X[2,5,3,4],X[7,4,8,3]];
0.208046773	0.919896193	0.332426734	0_1	 + 1	PD[];
-0.376134075	0.291541256	0.879503754	0_1	 + 1	PD[];
-0.373177749	-0.497237116	0.783258334	0_1	 + 1	PD[];
-0.79054166	-0.428540204	0.437489631	0_1	 + 1	PD[];
-0.118080453	0.461537879	0.879226815	0_1	 + 1	PD[];
0.11349939	-0.67526207	-0.728792855	0_1	 + 1	PD[];
0.0364402521	0.642646791	0.765295505	0_1	 + 1	PD[];
-0.849438551	-0.472019589	-0.235906033	0_1	 + 1	PD[];
-0.990877891	0.0879460467	-0.102110225	0_1	 + 1	PD[];
-0.16845773	0.766017665	-0.620353875	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.599302824	-0.776450091	0.194836805	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.603035339	0.763842436	-0.229985027	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.91931257	0.0173402116	-0.393145921	0_1	 + 1	PD[];
-0.214270932	-0.241132645	-0.946542664	0_1	 + 1	PD[];
-0.371711981	0.912690198	0.169784584	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.0404191132	0.928578906	0.368927514	0_1	 + 1	PD[];
-0.78249445	-0.597007393	0.176874556	0_1	 + 1	PD[];
0.849263508	-0.247940338	-0.466129899	0_1	 + 1	PD[];
0.999252044	-0.0380373913	-0.00696493173	0_1	 + 1	PD[];
0.210998453	0.24382683	0.946587624	0_1	 + 1	PD[];
0.800059423	0.00541523741	-0.599896321	0_1	 + 1	PD[];
-0.770354689	0.191649192	0.608131762	0_1	 + 1	PD[];
0.868443347	0.405399597	-0.285407288	0_1	 + 1	PD[];
-0.0813557031	-0.685157857	0.723836971	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.401875461	0.889876838	-0.21590583	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.632741849	-0.39169706	0.667990393	0_1	 + 1	PD[];
-0.530111753	-0.599320122	0.599830743	0_1	 + 1	PD[];
-0.621787013	0.743419555	0.246390495	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[6,2,7,1],X[2,5,3,4],X[7,4,8,3]];
-0.879397771	0.355793353	-0.316339455	0_1	 + 1	PD[];
-0.915582148	-0.17422911	0.362427299	0_1	 + 1	PD[];
-0.497201802	-0.808532148	-0.31474773	0_1	 + 1	PD[];
-0.117009154	-0.538487303	-0.834470061	0_1	 + 1	PD[];
0.279407988	0.828299004	-0.485645895	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.324243299	-0.490318612	0.808983277	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.345999132	-0.611472836	-0.711607737	0_1	 + 1	PD[];
0.291651687	0.394895828	-0.871204097	0_1	 + 1	PD[];
0.275892631	0.649406051	-0.708628984	0_1	 + 1	PD[];
-0.63896347	-0.769125459	-0.0131038902	0_1	 + 1	PD[];
0.788886115	-0.606764424	-0.0974455294	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.268162693	0.692430414	0.66979765	0_1	 + 1	PD[];
-0.223246001	0.901625539	-0.370449202	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.0898885892	0.846043156	-0.525481703	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.140997089	0.652340806	-0.744695437	0_1	 + 1	PD[];
0.57139858	-0.357230233	-0.738843842	0_1	 + 1	PD[];
-0.376789697	-0.847099726	0.3747687	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.258591364	0.832978131	0.489160443	0_1	 + 1	PD[];
-0.341968894	-0.538054172	-0.770425196	0_1	 + 1	PD[];
0.127085842	-0.403761026	-0.905994604	0_1	 + 1	PD[];
0.42924083	-0.848193438	0.310354961	0_1	 + 1	PD[];
-0.189978541	0.382863707	-0.904059476	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.369924006	-0.14714121	-0.917336195	0_1	 + 1	PD[];
-0.83104816	-0.232987562	0.505050247	0_1	 + 1	PD[];
0.845676186	0.514507795	-0.141822133	0_1	 + 1	PD[];
-0.681018061	0.649672112	0.337846928	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.935370041	-0.160037537	0.315390033	0_1	 + 1	PD[];
-0.70951108	-0.692047658	-0.132906232	0_1	 + 1	PD[];
-0.33978719	-0.71559669	0.610299961	0_1	 + 1	PD[];
